drug_query,nct_id,brief_title,overall_status,start_date,completion_date,phase,study_type,enrollment,conditions,lead_sponsor
semaglutide,NCT06041217,A Research Study to See How Well Semaglutide Helps People Who Have a Body Weight Above the Healthy Weight Range,COMPLETED,2023-09-15,2025-05-07,PHASE3,INTERVENTIONAL,242,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT02827708,Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes and Moderate Renal Impairment,COMPLETED,2016-09-20,2018-05-15,PHASE3,INTERVENTIONAL,324,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06821919,Impact of Antiglycemic & Immunosuppressive Therapies on NETosis in Diabetes & Kidney Disease (NETs - Neutrophil Traps),RECRUITING,2024-05-13,2031-12-30,,OBSERVATIONAL,70,Diabetes Mellitus; Kidney Disease,Western Galilee Hospital-Nahariya
semaglutide,NCT04287179,SUSTAIN SWITCH: A Research Study to Compare Two Dose Schedules of Semaglutide Taken Once Weekly in People With Type 2 Diabetes,WITHDRAWN,2020-03-09,2021-01-25,PHASE3,INTERVENTIONAL,0,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07096739,Tolerance of a High Protein Nutrition Shake in Individuals on GLP-1,COMPLETED,2025-08-01,2025-09-19,NA,INTERVENTIONAL,20,GLP-1 Concentration,Kate Farms Inc
semaglutide,NCT03693430,Two-year Research Study Investigating How Well Semaglutide Works in People Suffering From Overweight or Obesity,COMPLETED,2018-10-05,2021-03-23,PHASE3,INTERVENTIONAL,304,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT06555146,Semaglutide's Effect on Renal Hemodynamics and Function in Patients With Type 2 Diabetes Mellitus and Nephropathy,NOT_YET_RECRUITING,,,NA,INTERVENTIONAL,15,"Diabetes Mellitus, Type 2; Kidney Disease, Chronic",Bispebjerg Hospital
semaglutide,NCT03611322,A Trial to Compare Blood Concentration Levels of Semaglutide Following Subcutaneous Injections of Semaglutide 1 mg by 2 Different Devices (the DV3372 Device and by the PDS290 Semaglutide Pen-injector),COMPLETED,2018-08-08,2019-01-07,PHASE1,INTERVENTIONAL,54,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05040087,"Changing the Natural History of Type 2 Diabetes (""CHANGE"" Study)",ACTIVE_NOT_RECRUITING,2021-09-01,2027-03-31,NA,INTERVENTIONAL,127,Type 2 Diabetes,"Foundation for Atlanta Veterans Education and Research, Inc."
semaglutide,NCT02147431,A Trial Investigating the Effect of Semaglutide on Hypoglycaemic Counterregulation Compared to Placebo in Subjects With Type 2 Diabetes,COMPLETED,2014-05-21,2015-05-20,PHASE1,INTERVENTIONAL,38,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06715514,"Menopausal Hormone Therapy, GLP-1 Agonists, and Glucose and Energy Homeostasis in Postmenopausal Women With Diabetes",RECRUITING,2025-02-18,2026-08-31,NA,INTERVENTIONAL,96,Menopause; Type 2 Diabetes,Lia Bally
semaglutide,NCT06764056,Characterization and Management of Metabolic Dysfunction-Associated Fatty Liver Disease (MAFLD),NOT_YET_RECRUITING,,,NA,INTERVENTIONAL,120,Metabolic Associated Fatty Liver Disease; Metabolic Associated-dysfunction Steatohepatitis (MASH); Obesity,"Institut universitaire de cardiologie et de pneumologie de Québec, University Laval"
semaglutide,NCT06426446,Monitoring Patients With Severe Obesity Treated With Wegovy® Using Connected Device: Real-world Data,NOT_YET_RECRUITING,2024-06-01,2025-06-01,NA,INTERVENTIONAL,80,Obesity,Assistance Publique - Hôpitaux de Paris
semaglutide,NCT06604624,Semaglutide in Treatment of Obesity,COMPLETED,2024-09-20,2025-09-24,PHASE3,INTERVENTIONAL,462,Weight Management,"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd."
semaglutide,NCT02231684,"Investigating the Pharmacokinetics of Subcutaneous Injections With 1 mg/mL, 3 mg/mL, and 10 mg/mL Semaglutide Strengths and the Absolute Bioavailability of Semaglutide",COMPLETED,,,PHASE1,INTERVENTIONAL,42,Diabetes; Healthy,Novo Nordisk A/S
semaglutide,NCT05892432,Clinical Trial of Rybelsus (Semaglutide) Among Adults With Alcohol Use Disorder (AUD),COMPLETED,2024-01-11,2025-11-15,PHASE2,INTERVENTIONAL,50,Alcohol Use Disorder,"University of Colorado, Denver"
semaglutide,NCT04560998,A Research Study to Compare a Medicine Called Semaglutide Against Placebo in People With Peripheral Arterial Disease and Type 2 Diabetes,COMPLETED,2020-10-01,2024-07-12,PHASE3,INTERVENTIONAL,792,"Diabetes Mellitus, Type 2; Peripheral Arterial Disease",Novo Nordisk A/S
semaglutide,NCT05857085,Novel Therapeutics and Endothelial Dysfunction in T1DM Patients,COMPLETED,2021-12-15,2023-04-20,PHASE4,INTERVENTIONAL,90,"Endothelial Dysfunction; Diabetes Mellitus, Type 1; Biomarkers; Endothelial Progenitor Cells; SGLT 2 Inhibitors; Incretins; Glucose Excursions; FMD; FPF; Arterial Stiffness",General and Teaching Hospital Celje
semaglutide,NCT03548935,STEP 1: Research Study Investigating How Well Semaglutide Works in People Suffering From Overweight or Obesity,COMPLETED,2018-06-04,2021-03-05,PHASE3,INTERVENTIONAL,1961,Metabolism and Nutrition Disorder; Overweight or Obesity,Novo Nordisk A/S
semaglutide,NCT05303857,Analyse the Effect of Semaglutide on Vascular Structure and Function in Patients With Early Type 2 Diabetes,COMPLETED,2022-03-03,2025-04-17,PHASE4,INTERVENTIONAL,107,"Diabetes Mellitus, Type 2",University of Erlangen-Nürnberg Medical School
semaglutide,NCT06132477,Impact GLP-1 Agonists Following Bariatric,RECRUITING,2024-02-01,,PHASE4,INTERVENTIONAL,150,Morbid Obesity; Metabolic Syndrome; Diabetes Mellitus; Hypertension; Obstructive Sleep Apnea of Adult,University of Missouri-Columbia
semaglutide,NCT07216651,WeDosify Real World Evidence (RWE) Study: Personalized Semaglutide Dosing in U.S. Adults,COMPLETED,2025-09-23,2026-03-18,,OBSERVATIONAL,20,Obesity & Overweight,Closed Loop Medicine
semaglutide,NCT03811561,A Research Study to Look at How Semaglutide Compared to Placebo Affects Diabetic Eye Disease in People With Type 2 Diabetes,ACTIVE_NOT_RECRUITING,2019-05-08,2027-11-07,PHASE3,INTERVENTIONAL,1500,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06401746,Body Surface Gastric Mapping in Patients on Semaglutide,RECRUITING,2024-05-01,2025-06-01,,OBSERVATIONAL,15,Semaglutide-Induced Gastric Motility; Gastroparesis,University of Western Sydney
semaglutide,NCT05829460,Primary Prevention and Uterine Preservation in Premenopausal Women With Obesity and Endometrial Hyperplasia,WITHDRAWN,2025-03-12,2032-04-30,PHASE2,INTERVENTIONAL,0,Endometrial Hyperplasia,Washington University School of Medicine
semaglutide,NCT06803888,Bariatric Surgery vs. Semaglutide vs. Tirzepatide,RECRUITING,2025-01-29,2027-12-01,PHASE4,INTERVENTIONAL,125,Obesity and Obesity-related Medical Conditions,Ali Aminian
semaglutide,NCT06403761,"Investigating How CagriSema, Semaglutide and Cagrilintide Regulate Insulin Effects in the Body of People With Type 2 Diabetes",COMPLETED,2024-05-06,2026-02-02,PHASE1,INTERVENTIONAL,158,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT04126603,Impact of Semaglutide on CD34+ EPC and Fat Derived MSC,COMPLETED,2019-08-01,2025-05-14,PHASE4,INTERVENTIONAL,10,"Diabetes Mellitus, Type 2",Sabyasachi Sen
semaglutide,NCT04601753,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Sweden, as Part of Local Clinical Practice",COMPLETED,2020-11-12,2023-03-03,,OBSERVATIONAL,194,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07139405,TRIGLYTZA® VERSUS METFORMIN IN OBESE ADULT TYPE 2 DIABETES (T2DM) PATIENTS OVER 24 WEEKS OF TREATMENT,NOT_YET_RECRUITING,,,PHASE2,INTERVENTIONAL,90,Type 2 Diabetes (T2DM),Myopharm Limited
semaglutide,NCT05202353,A Study in People With Obesity to Test the Effects of BI 456906 Compared With Semaglutide on Glucagon Receptor Activity in the Liver,RECRUITING,2024-10-01,2026-12-01,PHASE1,INTERVENTIONAL,30,Obesity,Boehringer Ingelheim
semaglutide,NCT07154238,"Characteristics and Treatment Experiences of Individuals Using Injectable Semaglutide for Weight Management, a Cross-sectional Time-series Analysis, Multi-country Study.",ENROLLING_BY_INVITATION,2025-09-26,2026-09-30,,OBSERVATIONAL,2546,Obesity,Novo Nordisk A/S
semaglutide,NCT05920889,Glucagon-like Peptide 1 Receptor Agonist in Acute Large Vessel Occlusion Stroke Treated by Reperfusion Therapies,COMPLETED,2023-08-01,2024-10-25,PHASE2,INTERVENTIONAL,140,"Stroke; Stroke, Acute; Stroke, Ischemic; Brain Diseases",Chinese University of Hong Kong
semaglutide,NCT05232708,A Clinical Trial Looking at the Comparability of 2 Different Forms of Semaglutide,COMPLETED,2022-01-19,2022-08-30,PHASE1,INTERVENTIONAL,18,"Healthy Volunteers (Diabetes Mellitus, Type 2)",Novo Nordisk A/S
semaglutide,NCT04982575,Research Study to Look at How Well Cagrilintide Together With Semaglutide Works in People With Type 2 Diabetes,COMPLETED,2021-08-02,2022-07-07,PHASE2,INTERVENTIONAL,92,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT03010475,A Trial Investigating the Effect of Oral Semaglutide on the Pharmacokinetics of Furosemide and Rosuvastatin in Healthy Subjects,COMPLETED,2017-01-05,2017-08-09,PHASE1,INTERVENTIONAL,41,Diabetes; Healthy,Novo Nordisk A/S
semaglutide,NCT05520775,Semaglutide for Alcohol Use Disorder,COMPLETED,2022-09-02,2024-04-19,PHASE2,INTERVENTIONAL,48,Alcohol Use Disorder; Cigarette Smoking,"University of North Carolina, Chapel Hill"
semaglutide,NCT03018028,"Dose-response, Safety and Efficacy of Oral Semaglutide Versus Placebo and Versus Liraglutide, All as Monotherapy in Japanese Subjects With Type 2 Diabetes",COMPLETED,2017-01-10,2018-08-15,PHASE3,INTERVENTIONAL,243,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05209165,Semaglutide to Reduce Atrial Fibrillation Burden,SUSPENDED,,,PHASE4,INTERVENTIONAL,132,Atrial Fibrillation; Obesity; Overweight,San Francisco Veterans Affairs Medical Center
semaglutide,NCT07325500,Incretin Microdosing for Cardiometabolic Health in People With HIV,RECRUITING,2026-02-12,2029-06-30,PHASE2,INTERVENTIONAL,30,Weight Gain,"The University of Texas Health Science Center, Houston"
semaglutide,NCT07218354,"Cessation or Reduction of Alcohol Consumption in Veterans: A Randomized, Double-Blind, Placebo-Controlled Phase 3 Trial to Evaluate the Efficacy and Safety of a GLP-1 Receptor Agonist Semaglutide in U.S. Veterans With Alcohol Use Disorder",NOT_YET_RECRUITING,2026-07-01,2029-05-26,PHASE3,INTERVENTIONAL,622,Alcohol Use Disorder,VA Office of Research and Development
semaglutide,NCT07319975,Effect of Semaglutide and Tirzepatide Combined With Exercise in Obesity,NOT_YET_RECRUITING,2025-12-29,,NA,INTERVENTIONAL,48,Obesity,Istanbul Galata University
semaglutide,NCT06161844,Efficacy and Safety of Semaglutide Injection (HD1916) in Patients With Type 2 Diabetes Mellitus,COMPLETED,2024-02-23,2025-05-14,PHASE3,INTERVENTIONAL,506,Type 2 Diabetes Mellitus,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd."
semaglutide,NCT04259801,"First Research Study to Look at How Two Medicines, NNC0480-0389 and Semaglutide, Work Together in Healthy People, in People With High Body Weight and in People With Diabetes",COMPLETED,2020-02-17,2022-03-16,PHASE1,INTERVENTIONAL,152,"Healthy Volunteers; Overweight; Obesity; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05606471,Glucagon-like Peptide-1 Agonism With Very Low Calorie Diets,UNKNOWN,2021-09-15,2023-07-28,PHASE4,INTERVENTIONAL,45,Type 2 Diabetes Mellitus in Obese,University of Nottingham
semaglutide,NCT07478198,Study on the Efficacy and Safety of PLLA Injections for Improving Facial Laxity Following GLP-1 Analog Therapy,ENROLLING_BY_INVITATION,2025-07-03,2026-12-31,NA,INTERVENTIONAL,22,Facial Skin Laxity,Shanghai Punan Hospital of Pudong New District
semaglutide,NCT05254314,"Glucagon-Like Peptide-1 Receptor Agonist in the Treatment of Adult, Obesity-related, Symptomatic Asthma (GATA-3)",RECRUITING,2022-10-11,,PHASE2,INTERVENTIONAL,100,Asthma,Vanderbilt University Medical Center
semaglutide,NCT06097390,A Research Study Looking at New Protein-based Tablets in Healthy Men - Oral Formulation III,COMPLETED,2023-09-28,2024-03-27,PHASE1,INTERVENTIONAL,121,Healthy Participants,Novo Nordisk A/S
semaglutide,NCT05443568,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Israel, as Part of Local Clinical Practice",COMPLETED,2023-03-09,2024-11-16,,OBSERVATIONAL,155,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07156591,Impact of Neuropathy on the Risk of Semaglutide-Induced Gastric Retention,NOT_YET_RECRUITING,2025-09-15,2028-09-15,,OBSERVATIONAL,460,Gastric Retention,Fudan University
semaglutide,NCT06967389,Mitigation of Cardiovascular Disease Risks in Children With Extreme Obesity,RECRUITING,2025-06-12,,,OBSERVATIONAL,50,Obesity and Overweight; Obese Adolescents; Weight Management; Weight Loss; Cardiovascular Disease Risk Factor,John Bauer
semaglutide,NCT07411378,"Testing the Efficacy, Safety, and PK of 20E in Patients With Obesity Who Are Starting Treatment With the GLP-1 Agonist Semaglutide for Weight Loss.",NOT_YET_RECRUITING,,,PHASE2,INTERVENTIONAL,164,Muscle Wasting; Obesity & Overweight; Obesity,Biophytis
semaglutide,NCT07280403,Effect of a Low-carbohydrate Diet on Weight Loss in People Using the Injectable GLP-1 Agonist Semaglutide for Weight Loss,COMPLETED,2024-09-12,2025-11-30,NA,INTERVENTIONAL,60,Weight Loss,INQUIS Clinical Research
semaglutide,NCT07336862,Bariatric Surgery Combined With GLP-1 Receptor Agonists Study,RECRUITING,2024-01-01,,"PHASE1, PHASE2",INTERVENTIONAL,200,Obesity,China-Japan Friendship Hospital
semaglutide,NCT05016882,Research Study on Whether a Combination of 2 Medicines (NNC0194 0499 and Semaglutide) Works in People With Non-alcoholic Steatohepatitis (NASH),COMPLETED,2021-08-31,2025-03-14,PHASE2,INTERVENTIONAL,698,Non-alcoholic Steatohepatitis,Novo Nordisk A/S
semaglutide,NCT02849080,Efficacy and Safety of Oral Semaglutide Using a Flexible Dose Adjustment Based on Clinical Evaluation Versus Sitagliptin in Subjects With Type 2 Diabetes Mellitus.,COMPLETED,2016-09-20,2019-03-27,PHASE3,INTERVENTIONAL,504,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07073417,A Study to Compare XW003 Injection and Semaglutide Injection in Chinese Adults With Obesity (SLIMMER-UP-SWITCH),ACTIVE_NOT_RECRUITING,2025-07-28,2027-08-23,PHASE2,INTERVENTIONAL,163,Obesity; Weight Management,"Hangzhou Sciwind Biosciences Co., Ltd."
semaglutide,NCT07163624,UBT251 Injection Phase II (Type 2 Diabetes Mellitus) Study,ACTIVE_NOT_RECRUITING,2025-03-22,2025-12-12,PHASE2,INTERVENTIONAL,211,Type 2 Diabetes Mellitus (T2DM),"The United Bio-Technology (Hengqin) Co., Ltd."
semaglutide,NCT05669755,REDEFINE 3: A Research Study to See the Effects of CagriSema in People Living With Diseases in the Heart and Blood Vessels,ACTIVE_NOT_RECRUITING,2023-03-01,2027-10-13,PHASE3,INTERVENTIONAL,7101,Cardiovascular Disease,Novo Nordisk A/S
semaglutide,NCT05193578,Home-based Intervention With Semaglutide Treatment Of Neuroleptica-Related Prediabetes,COMPLETED,2022-01-01,2024-05-01,PHASE2,INTERVENTIONAL,154,Schizophrenia; Prediabetic State,Jan Frystyk
semaglutide,NCT04878393,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Japan, as Part of Local Clinical Practice",COMPLETED,2021-04-30,2023-02-09,,OBSERVATIONAL,650,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07171723,Studying the Influence of LEAP2 on Integrated Endocrine Control of Eating During Semaglutide Treatment,RECRUITING,2025-09-01,2026-02-01,"PHASE1, PHASE2",INTERVENTIONAL,24,Obesity &Amp; Overweight,"University Hospital, Gentofte, Copenhagen"
semaglutide,NCT06903923,Bone Metabolism in 12-21 Year Olds Undergoing Glucagon Like Peptide (GLP)-1 Receptor Agonist Therapy,RECRUITING,2025-07-31,2030-04-30,PHASE2,INTERVENTIONAL,120,Obesity in Children; Bone Strength; GLP - 1; Lifestyle Modification; Bone Density; Obesity,University of Virginia
semaglutide,NCT06613854,Effect of Early Combination Antihyperglycemic Treatment on Metabolic Control in Individuals With Type 2 Diabetes,RECRUITING,2024-10-01,,PHASE4,INTERVENTIONAL,90,Type 2 Diabetes Mellitus (T2DM),University Medical Centre Ljubljana
semaglutide,NCT03899402,Triple Therapy in T1DM,ACTIVE_NOT_RECRUITING,2019-05-01,2026-03-31,"PHASE2, PHASE3",INTERVENTIONAL,78,Type 1 Diabetes Mellitus,State University of New York at Buffalo
semaglutide,NCT05597202,Does the Hematopoietic Stem Cell Govern Residual Inflammatory Cardiovascular Risk in Type 2 Diabetes,UNKNOWN,2023-01-01,,PHASE4,INTERVENTIONAL,22,Type 2 Diabetes,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)
semaglutide,NCT05630586,Acute Subcutaneous SemaglutidE in Acute Ischemic sTroke,RECRUITING,2023-04-12,,PHASE2,INTERVENTIONAL,380,Acute Ischemic Stroke,Aarhus University Hospital
semaglutide,NCT07101939,"A Study of the Effect of (S)-Pindolol Benzoate (ACM-001.1) on Lean Body Mass (LBM) in Obese Patents During (PROACT 1), and Post-semaglutide Therapy (PROACT 2)",RECRUITING,2025-06-23,,PHASE2,INTERVENTIONAL,120,Obesity; Muscle Loss,Actimed Therapeutics Ltd
semaglutide,NCT05649137,A Research Study to See How Semaglutide Helps People With Excess Weight and Type 2 Diabetes Lose Weight,COMPLETED,2023-01-04,2024-12-13,PHASE3,INTERVENTIONAL,512,"Obesity; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05352815,"A Research Study to See How Well the New Weekly Medicine IcoSema, Which is a Combination of Insulin Icodec and Semaglutide, Controls Blood Sugar Level in People With Type 2 Diabetes Compared to Weekly Insulin Icodec",COMPLETED,2022-06-01,2024-04-23,PHASE3,INTERVENTIONAL,1291,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT02243098,Investigating the Influence of Semaglutide on the Pharmacokinetics of Single Doses of Atorvastatin and Digoxin in Healthy Subjects,COMPLETED,2014-09-16,2015-04-07,PHASE1,INTERVENTIONAL,31,Diabetes; Healthy,Novo Nordisk A/S
semaglutide,NCT05646199,Semaglutide vs Metformin in Polycystic Ovary Syndrome (PCOS),NOT_YET_RECRUITING,2025-03-01,2025-12-30,"PHASE2, PHASE3",INTERVENTIONAL,60,Polycystic Ovary Syndrome,University of Hull
semaglutide,NCT06072963,COMMETS- Combination MCI Metabolic Syndrome,RECRUITING,2024-01-30,2028-12-01,PHASE2,INTERVENTIONAL,80,Alzheimer Disease; Mild Cognitive Impairment; Metabolic Syndrome,"Rutgers, The State University of New Jersey"
semaglutide,NCT05996848,A Research Study to See How Well CagriSema Helps People in China With Excess Body Weight Lose Weight,COMPLETED,2023-08-15,2025-02-22,PHASE3,INTERVENTIONAL,300,Obesity or Overweight,Novo Nordisk A/S
semaglutide,NCT04639414,Combined Active Treatment in Type 2 Diabetes with NASH,ACTIVE_NOT_RECRUITING,2021-03-26,,PHASE4,INTERVENTIONAL,192,Type 2 Diabetes; Non-alcoholic Steatohepatitis (NASH); Non-alcoholic Fatty Liver Disease (NAFLD),German Diabetes Center
semaglutide,NCT06716216,A Study of BGM0504 in Participants with Type 2 Diabetes,RECRUITING,2024-11-29,2026-11-14,PHASE3,INTERVENTIONAL,537,Type 2 Diabetes Mellitus (T2DM),"BrightGene Bio-Medical Technology Co., Ltd."
semaglutide,NCT07096063,Comparative Effectiveness of Tirzepatide and Semaglutide in Individuals at Cardiovascular Risk,COMPLETED,2024-10-01,2025-07-15,,OBSERVATIONAL,887132,Type 2 Diabetes; Overweight; Cardiovascular (CV) Risk,Brigham and Women's Hospital
semaglutide,NCT06751589,A Study of a Weight Loss Intervention in People With Endometrial Cancer,RECRUITING,2024-12-19,,EARLY_PHASE1,INTERVENTIONAL,36,Endometrial Cancer,Memorial Sloan Kettering Cancer Center
